n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'left',1.688689112663269,1.688689112663269,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h37.43.624
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'left',1.2614777088165283,1.2614777088165283,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h37.43.624
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'left',1.1955652236938477,1.1955652236938477,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h37.43.624
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'right',1.775211215019226,1.775211215019226,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h37.43.624
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'right',0.7194117307662964,0.7194117307662964,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h37.43.624
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'right',1.2236638069152832,1.2236638069152832,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h37.43.624
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'left',1.441805124282837,1.441805124282837,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h37.43.624
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'left',2.111874580383301,2.111874580383301,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h37.43.624
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'left',1.0593372583389282,1.0593372583389282,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h37.43.624
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
